職缺更新時間,職缺名稱,工作待遇,公司名稱,員工人數,工作經歷,擅長工具,產業類別,上班地點,工作待遇範圍,企業規模
10/11,〔資訊〕Java 資深程式設計師(智能數據),40000,台新金控_台新國際商業銀行股份有限公司,10000,1年以上,Java、Python、ETL、MS SQL,銀行業,雙北,"(30000, 40000]",大型企業
10/27,Android軟體工程師(中壢),45000,樺康智雲股份有限公司,46,1年以上,Android、Java、Kotlin,電腦系統整合服務業,桃園,"(40000, 50000]",小型企業
09/21,Application Engineer (B),40000,愛德萬測試股份有限公司,330,不拘,C、C++、Java、Perl,半導體製造業,新竹,"(30000, 40000]",大型企業
10/27,MIS網管/開發人員,40000,東研信超股份有限公司,500,5年以上,Java,電腦系統整合服務業,雙北,"(30000, 40000]",大型企業
10/25,APP開發工程師｜APP Developer,40000,興聯科技股份有限公司,90,2年以上,Android、Java、Kotlin,消費性電子產品製造業,桃園,"(30000, 40000]",中型企業
10/25,軟體工程師-新竹,40000,凌網科技股份有限公司,350,不拘,Linux、Windows Server 2008、Java、JSP、MS SQL、MySQL、Oracle、HTML、J2SE、JavaScript、XML,電腦系統整合服務業,雙北,"(30000, 40000]",大型企業
09/12,【IT】後端開發工程師(新竹),40000,神達電腦股份有限公司,1200,2年以上,Linux、OOP、Git、Java、Kotlin、PostgreSQL,電腦及其週邊設備製造業,新竹,"(30000, 40000]",大型企業
10/13,QA工程師,32000,凌發科技有限公司,90,1年以上,Java、Junit,其它軟體及網路相關業,台中,"(30000, 40000]",中型企業
10/20,後端工程師[台北],50000,信星資訊股份有限公司,15,不拘,Linux、Git、Java、MS SQL、MySQL、HTML、jQuery、CSS,電腦軟體服務業,雙北,"(40000, 50000]",小型企業
10/17,Android App 軟體工程師,40000,鴻發國際科技股份有限公司,180,不拘,Android、Java、Kotlin,其他電子零組件相關業,雙北,"(30000, 40000]",中型企業
10/26,java 軟體工程師-金融,40000,偉盛資訊股份有限公司,15,2年以上,不拘,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
