職缺更新時間,職缺名稱,工作待遇,公司名稱,員工人數,工作經歷,擅長工具,產業類別,上班地點
10/23更新,產測工程師,待遇面議,建漢科技股份有限公司,3000人,2年以上,"C、C#、Python、Visual Studio",網際網路相關業,新竹
10/23更新,BLT-全球生產自動化測試工程師,待遇面議,緯穎科技服務股份有限公司,3000人,3年以上,"Linux、Shell、Git、C、C#、Python、MS SQL",電腦及其週邊設備製造業,雙北
10/06更新,演算法工程師,待遇面議,上銀科技股份有限公司,4800人,不拘,Matlab、Python、LabVIEW,專用生產機械製造修配業,台中
10/02更新,數據運營及開發經理,待遇面議,和泰聯網股份有限公司,暫不提供,3年以上,"Python、MS SQL、Tableau、Google Analytics、Google Tag Manager、Google Data Studio、Firebase、Power BI​",網際網路相關業,雙北
08/09更新,自動化軟體課級主管,待遇面議,英屬維京群島商祥茂光電科技股份有限公司台灣分公司,550人,5年以上,C、C++、Python,光電產業,雙北
08/21更新,資安系統工程師【週休二日，年終獎金/福利佳】,"月薪47,000元以上",欣盟科技有限公司,暫不提供,2年以上,不拘,電腦軟體服務業,雙北
10/25更新,工研院中分院_人工智慧晶片工程師：作業系統(0H300),待遇面議,"工研院 _財團法人工業技術研究院",6000人,不拘,C、C++、Matlab、Python、Verilog、VHDL,其他專業／科學及技術業,新竹
10/26更新,自動化專案工程師,待遇面議,天宇工業股份有限公司,180人,5年以上,不拘,消費性電子產品製造業,雙北
09/21更新,資深資料科學家-AI系統二team【全家便利商店關係企業】,待遇面議,精藤股份有限公司,140人,3年以上,"Python、MS SQL、PL/SQL、AWS",電腦系統整合服務業,雙北
10/18更新,"Sr. Marketing Specialist 【資深行銷專員】",待遇面議,"SEMI Taiwan_美商國際半導體產業有限公司台灣分公司",40人,5年以上,"Mac OS、Windows 10、Python、Excel、Internet Explorer、OneNote、Outlook、PowerPoint、Word、中文打字50~75、英文打字50~75、Adobe Photoshop、Illustrator",半導體製造業,雙北
10/25更新,AGV應用工程師,"月薪50,000~70,000元",新誼整合科技股份有限公司,77人,1年以上,不拘,電腦軟體服務業,雙北
09/21更新,MIS系統工程師,待遇面議,"Phison Electronics Corp_群聯電子股份有限公司",3200人,1年以上,不拘,IC設計相關業,苗栗
10/21更新,"軟韌體研發助理工程師 Software / Firmware Development Assistant Engineer_CREST Diving 歡迎應屆畢業生/社會新鮮人/學生實習申請!","月薪30,000元以上",八洋精密股份有限公司,暫不提供,不拘,C、C++、Python、Firmware,綜合商品批發代理業,雙北
10/19更新,後端工程師(高雄地區),待遇面議,福能股份有限公司,32人,3年以上,"Git、C#、C++、Python、MS SQL、PostgreSQL、AWS",光電產業,高雄
10/26更新,"GS_ Security產品應用工程師/Product Application Engineer",待遇面議,"Zyxel Networks_兆勤科技股份有限公司(合勤集團)",400人,3年以上,Linux、DHCP、DNS、Firewall、Security、TCP/IP、VLAN,通訊機械器材相關業,新竹
10/12更新,電動車軟體測試開發工程師(自動化測試)-F20,"月薪55,000元以上",鴻華先進科技股份有限公司,暫不提供,2年以上,C++、Python,汽車及其零件製造業,雙北
09/25更新,助理數據分析師,"月薪34,000~45,000元",聯經數位股份有限公司,72人,1年以上,Python、Excel、SPSS,電腦系統整合服務業,雙北
10/23更新,MA-智慧製造自動化工程師,"月薪34,000~60,000元",緯穎科技服務股份有限公司,3000人,不拘,Git、C#、Python、MySQL、HTML、JavaScript,電腦及其週邊設備製造業,雙北
09/15更新,數位IC設計工程師,待遇面議,奔馳科技股份有限公司,19人,不拘,不拘,IC設計相關業,雙北
09/15更新,"Data Analyst (Veeva)",待遇面議,台灣萊雅股份有限公司,1000人,2年以上,"Python、MySQL、Power BI​",藥品／化妝品及清潔用品零售業,雙北
10/12更新,"SQL 資料庫工程師",待遇面議,奧米科技有限公司,30人,2年以上,"Python、DataStage、ETL、Informatica、MS SQL、Oracle、PL/SQL、hadoop",電腦軟體服務業,雙北
09/22更新,技術支援工程師(三班制),"月薪35,000~55,000元",睿訊有限公司,120人,不拘,不拘,電腦軟體服務業,雙北
10/03更新,遊戲系統工程師,待遇面議,金程電子有限公司,50人,不拘,不拘,電子通訊╱電腦週邊零售業,雙北
10/19更新,個金_資料分析人員,待遇面議,中國信託商業銀行股份有限公司,25000人,2年以上,不拘,銀行業,雙北
10/22更新,lOT軟韌體研發工程師,待遇面議,金緻網路資訊服務股份有限公司,11人,1年以上,Linux、Shell、C++、Python,網際網路相關業,雙北
10/11更新,"CAE 工程師",待遇面議,世祥汽材製造廠股份有限公司,300人,5年以上,ABAQUS、Python、AutoCAD、Catia,汽車及其零件製造業,雙北
10/06更新,【企劃部-數位行銷】前端工程師,待遇面議,甲山林集團_愛山林建設開發股份有限公司,12人,不拘,AJAX、JavaScript、jQuery、CSS,不動產經營業,雙北
10/25更新,軟體工程師,"月薪50,000~70,000元",國立臺灣師範大學_資訊工程學系,暫不提供,2年以上,Linux、C、C++、Python、HTML、JavaScript、CSS,大專校院教育事業,雙北
10/24更新,國家太空中心-氣動燃燒模擬組-氣動力設計工程師(本職缺預計113年報到),待遇面議,國家太空中心,400人,不拘,不拘,自然科學研發業,台南
09/14更新,資料工程師,"月薪45,000~75,000元",美商宇心生醫股份有限公司台灣分公司,暫不提供,不拘,不拘,醫療器材製造業,雙北
10/25更新,工研院資通所_系統軟/韌/硬體研發工程師(V4),待遇面議,"工研院 _財團法人工業技術研究院",6000人,不拘,C、C++、Matlab、Python,其他專業／科學及技術業,新竹
09/26更新,射頻架構工程師,待遇面議,創未來科技股份有限公司,暫不提供,不拘,C++、Matlab、Python、RF,消費性電子產品製造業,新竹
10/24更新,SW_AI演算法應用工程師,待遇面議,安提國際股份有限公司,80人,不拘,C#、C++、Python,電子通訊/電腦週邊批發業,雙北
10/19更新,資料工程師,"月薪46,600元以上",CARMAX_車美仕股份有限公司,235人,1年以上,不拘,汽機車及其零配件／用品零售業,桃園
10/13更新,【竹】自動化軟體工程師,"月薪40,000~68,000元",艾滴科技股份有限公司,55人,3年以上,C#、Python、JavaScript、Node.js,自動控制相關業,雙北
10/26更新,軟體後端工程師,待遇面議,聯經數位股份有限公司,72人,2年以上,ASP.NET、C#、Python、AWS,電腦系統整合服務業,雙北
10/26更新,"【2024 RDSS研發替代役】數位IC設計工程師-竹北",待遇面議,聯發科技集團_達發科技股份有限公司,1100人,不拘,C、Perl、Python、Verilog,IC設計相關業,雙北
10/18更新,AMR系統韌體開發工程師(工作地點:台中),待遇面議,Advantech_研華股份有限公司,9430人,不拘,C#、C++、Python,電腦系統整合服務業,台中
10/06更新,"【QA】Automation Engineer / 自動化測試工程師",待遇面議,新加坡商耐思人工智能有限公司台灣分公司,暫不提供,1年以上,Python、Robot,網際網路相關業,雙北
10/17更新,後端工程師(Python),待遇面議,詩嫚特集團_斯曼特企業股份有限公司,200人,1年以上,Linux、Git、Python,美容／美體業,雙北
10/18更新,"資深全端工程師 Sr. Full-Stack Engineer, VSX",待遇面議,"ViewSonic Corporation_優派國際股份有限公司",1300人,5年以上,C#、Python、Go、AWS、JavaScript、Node.js,電腦系統整合服務業,雙北
10/25更新,"System Validation Engineer_Taoyuan",待遇面議,"hyve solutions_海峰電腦股份有限公司",1003人,3年以上,"Linux、Shell、UNIX、Windows Server 2019、Systems Analysis、Python、Ethernet",電腦系統整合服務業,桃園
10/16更新,遊戲測試工程師QA（遠端工作）,"月薪40,000~70,000元",獨角獸多媒體設計有限公司,暫不提供,3年以上,不拘,電腦軟體服務業,台南
08/07更新,"PA1452 軟體開發工程師/高級工程師(內湖)",待遇面議,仁寶電腦工業股份有限公司,9000人,不拘,C、C#、C++、Python,電腦及其週邊設備製造業,雙北
10/24更新,韌體研發工程師,待遇面議,捷揚航電股份有限公司,20人,不拘,Linux、Github、C#、C++、Python,電腦及其週邊設備製造業,雙北
10/25更新,"FAE 技術支援工程師 - 全球市場 (FAE Engineer - Global Market)",待遇面議,優達科技股份有限公司,150人,1年以上,"Linux、C、Python、Ethernet、Hubs/ Routers、LAN、Optical Fibre、Routers、TCP/IP、Telecom",電腦及其週邊設備製造業,雙北
10/25更新,機器人SLAM演算法工程師,"月薪50,000~80,000元",泰科動力股份有限公司,42人,不拘,UML、Github、Jenkins、Git、C++、Python,電腦軟體服務業,雙北
10/11更新,"軟體工程師 (SI)",待遇面議,衛利生物科技股份有限公司,50人,2年以上,"Linux、ASP.NET、C、Python、MS SQL",電腦軟體服務業,雙北
10/25更新,"Software Engineer (IOS) for MR","年薪1,200,000~2,400,000元","HOMEE AI_合宜家居股份有限公司",50人,3年以上,Linux、iOS、Github、Git、Python、SWIFT、e-commerce,其它軟體及網路相關業,雙北
10/23更新,●MIS程式設計師●IT資訊專員●資訊設備管制師●系統維護／操作師●MES程式設計師●【年薪上看15個月】★薪30K-55K起★►季獎金最高1.5個月►冷氣廠房►外縣市供宿●軟體.硬體工程師●IT資訊助理●,待遇面議,騏宏科技股份有限公司,95人,不拘,"C、C++、Python、MS SQL、JavaScript、MES",汽車及其零件製造業,雙北
10/12更新,生產部-製造(副)工程師,待遇面議,怡定興科技股份有限公司,暫不提供,不拘,"C++、Java、Python、Adobe Acrobat、Excel、Outlook、PowerPoint、Word、CAM",醫療器材製造業,新竹
10/23更新,"軟體開發工程師 ( 台北專案組 )",待遇面議,歐立威科技股份有限公司,40人,2年以上,Linux,電腦軟體服務業,雙北
10/25更新,"軟體資訊工程師∣ MIS Engineer",待遇面議,興聯科技股份有限公司,90人,3年以上,"Mac OS、Windows 10、ASP.NET、C++、Python、Visual Studio、MS SQL、MySQL、Microsoft Exchange、Microsoft SharePoint、HTML、JavaScript、Excel、Outlook、PowerPoint、Word、中文打字20~50、英文打字20~50、Power BI​、鼎新",消費性電子產品製造業,桃園
10/03更新,"Algorithm Manager",待遇面議,立普思股份有限公司,64人,6年以上,C、Python、C++test,電腦軟體服務業,雙北
10/12更新,AI人工智能工程師,待遇面議,勤天科技股份有限公司,暫不提供,不拘,Github、Git、C、C++、Python,其他電子零組件相關業,雙北
10/25更新,智慧製造演算法工程師,"月薪50,000元以上",紫式大數據決策股份有限公司,11人,不拘,Git、Python、MySQL、PostgreSQL,工商顧問服務業,新竹
10/20更新,"DevOps Engineer/運維工程師(台北或高雄)",待遇面議,云桐科技有限公司,40人,3年以上,Shell、Python、MySQL,網際網路相關業,雙北
10/24更新,數據分析師/數據工程師,待遇面議,KUMON公文式教育_孔孟文化事業有限公司,170人,1年以上,PostgreSQL,其他教育服務業,雙北
10/25更新,研發替代役-工研院機械所-自駕車感知系統工程師(D300),待遇面議,"工研院 _財團法人工業技術研究院",6000人,不拘,C、C++、Matlab、Python,其他專業／科學及技術業,新竹
10/10更新,AOI自動化控制工程師,待遇面議,悟智股份有限公司,暫不提供,不拘,C、C#、C++、Python,電腦軟體服務業,台中
10/17更新,"Sr. Design Verification Engineer _Hsinchu",待遇面議,睿寬智能科技有限公司,70人,3年以上,不拘,其他電子零組件相關業,雙北
10/19更新,【顧問服務部】數據分析顧問,待遇面議,台灣恩悌悌數據股份有限公司,200人,3年以上,"Python、MS SQL、Tableau、Power BI​",工商顧問服務業,雙北
10/19更新,【資安所】資安工程師,待遇面議,資策會_財團法人資訊工業策進會,2000人,不拘,Linux、Github、Git、Python、Security,電腦軟體服務業,雙北
10/19更新,"影像AI算法工程師 (新竹)",待遇面議,印正有限公司,40人,不拘,C++、Python,IC設計相關業,新竹
10/25更新,資安服務工程師,待遇面議,白帽犀牛有限公司,暫不提供,不拘,Security,網際網路相關業,高雄
10/11更新,軟體工程師,待遇面議,明曜科技股份有限公司,100人,1年以上,Linux、Shell、Git、C、C#、Python、WinForm,電池製造業,雙北
10/25更新,工研院機械所_自駕車軟體研發工程師(D300),待遇面議,"工研院 _財團法人工業技術研究院",6000人,不拘,C、C++、Matlab、Python,其他專業／科學及技術業,新竹
10/26更新,【G】測試設備研發工程師,待遇面議,富智康國際股份有限公司(鴻海集團),暫不提供,2年以上,C、C#、C++、Python,消費性電子產品製造業,雙北
10/20更新,先進機器人研發工程師,待遇面議,大立光電股份有限公司,8000人,不拘,C、C++、Python,光學器材製造業,台中
10/11更新,軟體開發工程師(嘉義地區),"月薪40,000~60,000元",英特崴股份有限公司,30人,不拘,C++、Python,其它軟體及網路相關業,雙北
10/26更新,"A.24 資訊安全 工程師","月薪30,000~60,000元",創逸科技服務有限公司,暫不提供,1年以上,Linux、Shell、Python、XHTML、DNS、Firewall、HTTP、LAN、Security、Sniffer、TCP/IP、TcpDump、VLAN、Excel、Outlook、PowerPoint、Word、WLAN,工商顧問服務業,高雄
09/26更新,電子部-MCU韌體工程師,待遇面議,美隆工業股份有限公司,190人,2年以上,MCU、C++、Python,消費性電子產品製造業,桃園
10/11更新,"【影像技術部】演算法工程師  ((中壢))",待遇面議,昇銳電子股份有限公司,280人,不拘,C、C++、Python,光學器材製造業,桃園
10/25更新,"助理工程師 / 測試工程師","月薪30,000~40,000元",美商宇心生醫股份有限公司台灣分公司,暫不提供,不拘,不拘,醫療器材製造業,雙北
10/17更新,"QA Engineer 測試品管工程師","月薪33,000~45,000元",創義達科技股份有限公司,30人,不拘,Linux、C++、Python,電腦系統整合服務業,雙北
10/18更新,軟體工程師_台達研究院(台北),待遇面議,"台達電子工業股份有限公司 _DELTA ELECTRONICS INC.",88000人,不拘,不拘,其他電子零組件相關業,雙北
10/25更新,助理工程師,待遇面議,耐能智慧股份有限公司,140人,1年以上,不拘,電腦軟體服務業,雙北
